1.96583,4.14773
1.46569,3.94621
1.50223,3.98554
1.39961,3.93141
1.39898,3.93647
1.40065,3.93026
1.37902,3.91809
1.38077,3.92109
1.38774,3.92379
1.37139,3.9209
1.37484,3.91607
1.38485,3.9243
1.3662,3.92663
1.37948,3.93041
1.37498,3.93351
1.36926,3.92608
1.39007,3.92646
1.39983,3.92395
1.39421,3.93328
1.38052,3.91925
1.40071,3.92244
1.4531,3.93444
1.40993,3.92118
1.43388,3.92568
1.40949,3.90265
1.4091,3.90464
1.4004,3.89239
1.40692,3.9069
1.40591,3.90731
1.40241,3.90805
1.39394,3.9076
1.39528,3.90957
1.39163,3.91069
1.39715,3.90924
1.40089,3.92484
1.39518,3.91644
1.40097,3.92419
1.38488,3.91208
1.3897,3.91003
1.40719,3.92383
1.41962,3.92363
1.41446,3.92936
1.39164,3.91312
1.39615,3.90758
1.39432,3.90806
1.39495,3.90786
1.38862,3.90206
1.39335,3.90149
1.39893,3.90691
1.39967,3.90446
1.40354,3.90404
1.42045,3.90869
1.40892,3.90271
1.40187,3.89545
1.41147,3.89815
1.40235,3.89623
1.40735,3.90169
1.40145,3.89884
1.39341,3.89792
1.39647,3.89953
1.40286,3.89794
1.39959,3.90088
1.39911,3.90531
1.40383,3.90533
1.4132,3.8994
1.43173,3.91354
1.40185,3.90209
1.40221,3.90636
1.41065,3.90629
1.40749,3.8998
1.39342,3.898
1.40236,3.90279
1.40014,3.89471
1.3913,3.89695
1.40089,3.89574
1.4079,3.89891
1.39972,3.89898
1.40517,3.89839
1.39739,3.9028
1.40096,3.90172
1.39567,3.90082
1.39822,3.89943
1.40646,3.90033
1.3982,3.89692
1.41062,3.90785
1.41665,3.91014
1.4318,3.91838
1.41656,3.91921
1.40275,3.9022
1.40193,3.90146
1.41342,3.90774
1.41148,3.90652
1.41449,3.90708
1.4086,3.90807
1.40105,3.89973
1.4024,3.90546
1.40123,3.90104
1.40319,3.90161
1.42662,3.9169
1.49475,3.9405
1.40607,3.90279
1.4057,3.89685
1.41183,3.90234
1.40099,3.90031
1.40614,3.90016
1.39547,3.89748
1.40136,3.8985
1.39851,3.89986
1.40521,3.89752
1.3998,3.89849
1.40686,3.90356
1.40634,3.89946
1.40732,3.89598
1.42088,3.90227
1.4053,3.90407
1.4009,3.90333
1.39312,3.90577
1.40119,3.90826
1.39615,3.90101
1.39731,3.89761
1.40108,3.90357
1.39697,3.89518
1.40207,3.89495
1.3915,3.90292
1.39949,3.90101
1.39568,3.90318
1.42409,3.90726
1.41674,3.91354
1.40075,3.90514
1.399,3.90625
1.39942,3.89402
1.40079,3.90053
1.4024,3.90133
1.40176,3.89666
1.39763,3.8937
1.40555,3.88888
1.4073,3.89059
1.4,3.89432
1.40683,3.8952
1.40433,3.89754
1.39537,3.90257
1.39644,3.90503
1.39368,3.90563
1.39497,3.9031
1.39437,3.9002
1.39806,3.89565
1.40178,3.89878
1.40668,3.89175
1.40471,3.89725
1.4057,3.89901
1.40284,3.89835
1.40189,3.90036
1.39723,3.90268
1.39541,3.90231
1.39444,3.90371
